record_id,source_dataset,data_origin,borrower_scope,business_type,industry,business_age,monthly_revenue,monthly_cost,net_cashflow,existing_debt,loan_amount,loan_currency,loan_term,interest_rate,has_license,has_bank_flow,overdue_history,has_guarantee,risk_label,risk_label_definition,original_credit_risk,checking_status_code,credit_history_code,loan_purpose_code,loan_purpose,savings_code,employment_duration_code,installment_rate_code,personal_status_sex_code,other_debtors_code,present_residence_code,property_code,age,other_installment_plans_code,housing_code,number_credits_code,job_code,people_liable_code,telephone_code,foreign_worker_code
SGC-0751,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2862,DEM,36,,,,,0,0,1=bad credit risk; 0=good credit risk,1,2,3,0,other,2,5,4,3,1,3,4,30,3,3,1,3,2,1,2
SGC-0752,UCI South German Credit,public_real_world_historical,individual,,,,,,,,654,DEM,9,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,0,other,1,3,4,3,1,3,3,28,3,2,1,2,2,1,2
SGC-0753,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1136,DEM,9,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,4,6,repairs,4,5,4,3,1,3,4,32,3,3,2,3,1,1,2
SGC-0754,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4113,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,1,new_car,3,2,3,2,1,4,3,28,3,1,1,3,2,1,2
SGC-0755,UCI South German Credit,public_real_world_historical,individual,,,,,,,,14555,DEM,6,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,0,other,5,1,1,3,1,2,2,23,3,2,1,1,2,2,2
SGC-0756,UCI South German Credit,public_real_world_historical,individual,,,,,,,,950,DEM,15,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,0,0,other,1,5,4,3,1,3,3,33,3,1,2,3,1,1,2
SGC-0757,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1199,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,4,0,other,1,5,4,3,1,4,3,60,3,2,2,2,2,1,2
SGC-0758,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1082,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,0,0,other,1,3,4,3,1,4,3,48,1,2,2,3,2,1,2
SGC-0759,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2150,DEM,30,,,,,1,1,1=bad credit risk; 0=good credit risk,0,2,2,0,other,1,3,4,2,3,2,4,24,1,2,1,3,2,1,2
SGC-0760,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2820,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,4,0,other,1,2,4,1,1,4,3,27,3,2,2,3,2,1,2
SGC-0761,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3060,DEM,48,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,3,furniture_equipment,1,4,4,3,1,4,1,28,3,2,2,3,2,1,2
SGC-0762,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2600,DEM,18,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,3,furniture_equipment,1,3,4,3,1,4,4,65,3,3,2,3,2,1,2
SGC-0763,UCI South German Credit,public_real_world_historical,individual,,,,,,,,5003,DEM,21,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,0,0,other,5,3,1,2,1,4,2,29,1,2,2,3,2,2,2
SGC-0764,UCI South German Credit,public_real_world_historical,individual,,,,,,,,6288,DEM,60,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,6,repairs,1,3,4,3,1,4,4,42,3,3,1,3,2,1,2
SGC-0765,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2538,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,3,0,other,1,5,4,3,1,4,3,47,3,2,2,2,1,1,2
SGC-0766,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1478,DEM,9,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,2,3,furniture_equipment,1,4,4,3,1,2,3,22,3,2,1,3,2,1,2
SGC-0767,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4933,DEM,39,,,,,1,1,1=bad credit risk; 0=good credit risk,0,2,4,3,furniture_equipment,1,4,2,3,3,2,1,25,3,2,2,3,2,1,2
SGC-0768,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1530,DEM,18,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,4,0,other,1,3,3,3,1,2,2,32,1,2,2,3,2,1,2
SGC-0769,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1437,DEM,9,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,1,0,other,2,4,2,3,1,3,4,29,3,2,1,3,2,1,2
SGC-0770,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1275,DEM,15,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,4,radio_television,5,3,4,2,1,2,3,24,3,1,1,3,2,1,2
SGC-0771,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1823,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,3,furniture_equipment,1,1,4,3,1,2,3,30,2,2,1,4,1,1,2
SGC-0772,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1422,DEM,9,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,0,other,1,2,3,3,1,2,4,27,3,3,1,4,2,2,2
SGC-0773,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1217,DEM,18,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,4,radio_television,1,3,4,4,1,3,1,47,3,2,1,2,2,2,2
SGC-0774,UCI South German Credit,public_real_world_historical,individual,,,,,,,,9271,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,0,other,1,4,2,3,1,1,3,24,3,2,1,3,2,2,2
SGC-0775,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2145,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,3,9,retraining,1,4,2,3,1,1,3,24,3,2,2,3,2,2,2
SGC-0776,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1842,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,0,other,1,2,4,2,1,4,3,34,3,2,1,3,2,2,2
SGC-0777,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4297,DEM,18,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,3,2,used_car,1,5,4,1,1,3,4,40,3,2,1,4,2,2,2
SGC-0778,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3384,DEM,6,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,4,2,used_car,1,3,1,1,1,4,1,44,3,1,1,4,2,2,2
SGC-0779,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1245,DEM,18,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,4,3,furniture_equipment,1,3,4,4,1,2,3,33,3,2,1,3,2,1,2
SGC-0780,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4623,DEM,15,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,2,6,repairs,2,3,3,3,1,2,2,40,3,2,1,4,2,2,2
SGC-0781,UCI South German Credit,public_real_world_historical,individual,,,,,,,,8386,DEM,30,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,4,2,used_car,1,4,2,3,1,2,2,49,3,2,1,3,2,1,2
SGC-0782,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1024,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,3,3,furniture_equipment,1,2,4,4,1,4,1,48,2,2,1,3,2,1,2
SGC-0783,UCI South German Credit,public_real_world_historical,individual,,,,,,,,14318,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,0,other,1,5,4,3,1,2,4,57,3,3,1,4,2,2,2
SGC-0784,UCI South German Credit,public_real_world_historical,individual,,,,,,,,433,DEM,6,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,1,6,repairs,4,2,4,2,1,2,2,24,1,1,1,3,1,1,2
SGC-0785,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2149,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,1,3,furniture_equipment,1,3,4,1,1,1,4,29,3,3,1,3,2,1,2
SGC-0786,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2397,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,2,3,furniture_equipment,3,5,3,3,1,2,3,35,1,2,2,3,2,2,2
SGC-0787,UCI South German Credit,public_real_world_historical,individual,,,,,,,,931,DEM,6,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,1,0,other,2,2,1,2,1,1,2,32,2,2,1,2,2,1,2
SGC-0788,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1512,DEM,15,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,3,5,domestic_appliances,4,3,3,4,1,3,2,61,2,2,2,3,2,1,2
SGC-0789,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4241,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,0,9,retraining,1,3,1,3,1,4,1,36,3,2,3,2,2,2,2
SGC-0790,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4736,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,4,2,used_car,1,2,2,2,1,4,3,25,1,2,1,2,2,1,2
SGC-0791,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1778,DEM,15,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,0,0,other,1,2,2,2,1,1,1,26,3,1,2,1,2,1,2
SGC-0792,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2327,DEM,15,,,,,0,1,1=bad credit risk; 0=good credit risk,0,3,2,3,furniture_equipment,1,2,2,2,1,3,1,25,3,2,1,2,2,1,2
SGC-0793,UCI South German Credit,public_real_world_historical,individual,,,,,,,,6872,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,1,2,used_car,1,2,2,1,1,1,2,55,1,2,1,3,2,2,2
SGC-0794,UCI South German Credit,public_real_world_historical,individual,,,,,,,,795,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,6,repairs,1,2,4,2,1,4,2,53,3,2,1,3,2,1,2
SGC-0795,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1908,DEM,30,,,,,0,1,1=bad credit risk; 0=good credit risk,0,3,3,9,retraining,1,5,4,3,1,4,1,66,3,2,1,4,2,2,2
SGC-0796,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1953,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,0,9,retraining,1,5,4,3,1,4,4,61,3,3,1,4,2,2,2
SGC-0797,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2864,DEM,18,,,,,0,1,1=bad credit risk; 0=good credit risk,0,3,2,2,used_car,1,3,2,3,1,1,1,34,3,2,1,2,1,1,2
SGC-0798,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2319,DEM,21,,,,,0,1,1=bad credit risk; 0=good credit risk,0,3,4,6,repairs,1,2,2,1,1,1,3,33,3,1,1,3,2,1,2
SGC-0799,UCI South German Credit,public_real_world_historical,individual,,,,,,,,915,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,0,other,5,5,4,2,1,2,3,29,1,2,1,3,2,1,2
SGC-0800,UCI South German Credit,public_real_world_historical,individual,,,,,,,,947,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,3,2,0,other,1,4,4,3,1,3,4,38,1,3,1,3,1,1,2
SGC-0801,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1381,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,0,other,5,3,4,2,1,2,2,35,3,2,1,3,2,1,2
SGC-0802,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1285,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,0,other,5,4,4,2,1,4,4,32,3,1,1,3,2,1,2
SGC-0803,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1371,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,0,other,5,3,4,2,1,4,1,25,3,1,1,3,2,1,2
SGC-0804,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1042,DEM,18,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,0,other,5,3,4,2,1,2,2,33,3,2,1,3,2,1,2
SGC-0805,UCI South German Credit,public_real_world_historical,individual,,,,,,,,900,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,0,other,5,3,4,4,1,2,3,23,3,2,1,3,2,1,2
SGC-0806,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1207,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,0,other,1,2,4,2,1,4,2,24,3,1,1,3,2,1,2
SGC-0807,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2278,DEM,18,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,0,0,other,2,2,3,2,1,3,3,28,3,2,2,3,2,1,2
SGC-0808,UCI South German Credit,public_real_world_historical,individual,,,,,,,,6836,DEM,60,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,3,9,retraining,1,5,3,3,1,4,4,63,3,2,2,3,2,2,2
SGC-0809,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3345,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,2,used_car,1,5,4,3,1,2,2,39,3,1,1,4,2,2,2
SGC-0810,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1198,DEM,6,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,1,6,repairs,1,5,4,2,1,4,4,35,3,3,1,3,2,1,2
SGC-0811,UCI South German Credit,public_real_world_historical,individual,,,,,,,,15672,DEM,48,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,9,retraining,1,3,2,3,1,2,3,23,3,2,1,3,2,2,2
SGC-0812,UCI South German Credit,public_real_world_historical,individual,,,,,,,,7297,DEM,60,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,9,retraining,1,5,4,3,2,4,4,36,3,1,1,3,2,1,2
SGC-0813,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1943,DEM,18,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,2,5,domestic_appliances,1,2,4,2,1,4,1,23,3,2,1,3,2,1,2
SGC-0814,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3190,DEM,18,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,3,furniture_equipment,1,3,2,2,1,2,1,24,3,2,1,3,2,1,2
SGC-0815,UCI South German Credit,public_real_world_historical,individual,,,,,,,,5129,DEM,9,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,1,1,new_car,1,5,2,2,1,4,4,74,1,3,1,4,1,2,2
SGC-0816,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1808,DEM,18,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,3,2,used_car,1,4,4,2,1,1,1,22,3,2,1,3,2,1,2
SGC-0817,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1240,DEM,10,,,,,0,1,1=bad credit risk; 0=good credit risk,0,3,2,0,other,2,5,1,2,1,4,4,48,3,3,1,2,1,1,2
SGC-0818,UCI South German Credit,public_real_world_historical,individual,,,,,,,,759,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,0,other,1,4,4,3,1,2,1,26,3,2,1,3,2,1,2
SGC-0819,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1237,DEM,8,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,2,used_car,1,3,3,2,1,4,1,24,3,2,1,3,2,1,2
SGC-0820,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1980,DEM,9,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,2,2,used_car,1,2,2,2,2,2,3,19,3,1,2,3,2,1,2
SGC-0821,UCI South German Credit,public_real_world_historical,individual,,,,,,,,10961,DEM,48,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,3,furniture_equipment,4,4,1,3,2,2,4,27,1,2,2,3,2,2,2
SGC-0822,UCI South German Credit,public_real_world_historical,individual,,,,,,,,6887,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,3,6,repairs,1,3,4,3,1,3,2,29,2,2,1,3,2,2,2
SGC-0823,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1938,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,3,furniture_equipment,1,2,4,1,1,3,2,32,3,2,1,3,2,1,2
SGC-0824,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1835,DEM,21,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,3,furniture_equipment,1,3,3,2,1,2,1,25,3,2,2,3,2,2,2
SGC-0825,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1659,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,3,3,furniture_equipment,1,2,4,2,1,2,3,29,3,1,1,2,2,2,2
SGC-0826,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1209,DEM,6,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,3,0,other,1,1,4,3,1,4,2,47,3,2,1,4,2,2,2
SGC-0827,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3844,DEM,48,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,0,9,retraining,2,4,4,3,1,4,4,34,3,3,1,2,1,1,2
SGC-0828,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4843,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,4,0,other,1,5,3,3,2,4,2,43,3,1,2,3,2,2,2
SGC-0829,UCI South German Credit,public_real_world_historical,individual,,,,,,,,639,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,5,domestic_appliances,1,3,4,3,1,2,3,30,3,2,1,3,2,1,2
SGC-0830,UCI South German Credit,public_real_world_historical,individual,,,,,,,,5951,DEM,48,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,3,furniture_equipment,1,3,2,2,1,2,1,22,3,2,1,3,2,1,2
SGC-0831,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3804,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,0,3,furniture_equipment,1,3,4,2,1,1,3,42,3,2,1,3,2,2,2
SGC-0832,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4463,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,3,3,furniture_equipment,1,3,4,3,1,2,3,26,3,2,2,4,2,2,2
SGC-0833,UCI South German Credit,public_real_world_historical,individual,,,,,,,,7980,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,3,9,retraining,5,2,4,3,1,4,3,27,3,1,2,3,2,2,2
SGC-0834,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4210,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,3,2,3,furniture_equipment,1,3,4,3,1,2,3,26,3,2,1,3,2,1,2
SGC-0835,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4611,DEM,6,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,2,2,used_car,1,2,1,2,1,4,2,32,3,2,1,3,2,1,2
SGC-0836,UCI South German Credit,public_real_world_historical,individual,,,,,,,,11560,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,1,new_car,1,3,1,2,1,4,3,23,3,1,2,4,2,1,2
SGC-0837,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4165,DEM,18,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,0,9,retraining,1,3,2,3,1,2,3,36,2,2,2,3,1,1,2
SGC-0838,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4057,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,2,used_car,1,4,3,1,1,3,3,43,3,2,1,3,2,2,2
SGC-0839,UCI South German Credit,public_real_world_historical,individual,,,,,,,,6458,DEM,18,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,1,0,other,1,5,2,3,1,4,4,39,1,2,2,4,1,2,2
SGC-0840,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1386,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,2,0,other,3,3,2,2,1,2,2,26,3,2,1,3,2,1,2
SGC-0841,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1977,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,6,repairs,5,5,4,3,1,4,4,40,3,2,1,4,2,2,2
SGC-0842,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1928,DEM,18,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,4,2,used_car,1,2,2,3,1,2,1,31,3,2,2,2,2,1,2
SGC-0843,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1123,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,2,2,used_car,3,3,4,2,1,4,3,29,3,1,1,2,2,1,2
SGC-0844,UCI South German Credit,public_real_world_historical,individual,,,,,,,,11328,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,10,business,1,3,2,3,2,3,3,29,1,2,2,4,2,2,2
SGC-0845,UCI South German Credit,public_real_world_historical,individual,,,,,,,,11938,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,4,10,business,1,3,2,3,2,3,3,39,3,2,2,4,1,2,2
SGC-0846,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2520,DEM,27,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,4,3,furniture_equipment,3,3,4,3,1,2,2,23,3,2,2,2,2,1,2
SGC-0847,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1919,DEM,30,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,3,3,furniture_equipment,2,2,4,3,1,3,4,30,2,2,2,4,2,1,2
SGC-0848,UCI South German Credit,public_real_world_historical,individual,,,,,,,,14782,DEM,60,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,1,10,business,2,5,3,2,1,4,4,60,1,3,2,4,2,2,2
SGC-0849,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2671,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,3,furniture_equipment,2,3,4,2,2,4,4,50,3,3,1,3,2,1,2
SGC-0850,UCI South German Credit,public_real_world_historical,individual,,,,,,,,12612,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,6,repairs,2,3,1,3,1,4,4,47,3,3,1,3,1,2,2
SGC-0851,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3031,DEM,45,,,,,1,1,1=bad credit risk; 0=good credit risk,0,2,2,3,furniture_equipment,2,3,4,3,3,4,2,21,3,1,1,3,2,1,2
SGC-0852,UCI South German Credit,public_real_world_historical,individual,,,,,,,,626,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,1,3,furniture_equipment,1,3,4,2,1,4,1,24,1,2,1,2,2,1,2
SGC-0853,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1935,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,4,9,retraining,1,5,4,1,1,4,1,31,3,2,2,3,2,2,2
SGC-0854,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1344,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,3,4,0,other,5,4,4,3,1,2,1,37,1,2,2,2,1,1,2
SGC-0855,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1533,DEM,18,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,2,2,used_car,1,2,4,4,2,1,2,43,3,2,1,2,1,1,2
SGC-0856,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3931,DEM,48,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,0,other,1,4,4,3,1,4,4,46,3,3,1,3,1,1,2
SGC-0857,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3349,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,1,2,used_car,3,2,4,3,1,4,4,30,3,3,1,3,1,2,2
SGC-0858,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2302,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,3,furniture_equipment,1,3,4,1,1,4,3,31,3,1,1,3,2,1,2
SGC-0859,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3965,DEM,42,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,3,furniture_equipment,1,2,4,3,1,3,3,34,3,2,1,3,2,1,2
SGC-0860,UCI South German Credit,public_real_world_historical,individual,,,,,,,,727,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,3,furniture_equipment,2,2,4,4,1,3,4,33,3,2,1,2,2,2,2
SGC-0861,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3914,DEM,48,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,2,9,retraining,5,3,4,1,1,2,1,38,1,2,1,3,2,1,2
SGC-0862,UCI South German Credit,public_real_world_historical,individual,,,,,,,,4308,DEM,48,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,9,retraining,1,2,3,2,1,4,2,24,3,1,1,3,2,1,2
SGC-0863,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1534,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,3,furniture_equipment,1,2,1,4,1,1,1,23,3,1,1,3,2,1,2
SGC-0864,UCI South German Credit,public_real_world_historical,individual,,,,,,,,2775,DEM,18,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,4,0,other,1,4,2,3,1,2,2,31,1,2,2,3,2,1,2
SGC-0865,UCI South German Credit,public_real_world_historical,individual,,,,,,,,5998,DEM,40,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,4,6,repairs,1,3,4,3,1,3,4,27,1,2,1,3,2,2,2
SGC-0866,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1271,DEM,15,,,,,0,1,1=bad credit risk; 0=good credit risk,0,3,4,3,furniture_equipment,5,3,3,3,1,4,4,39,3,3,2,3,2,2,2
SGC-0867,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1295,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,0,other,1,2,3,2,1,1,3,25,3,1,1,3,2,1,2
SGC-0868,UCI South German Credit,public_real_world_historical,individual,,,,,,,,9398,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,1,new_car,1,2,1,4,1,4,3,28,3,1,1,4,2,2,2
SGC-0869,UCI South German Credit,public_real_world_historical,individual,,,,,,,,951,DEM,12,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,2,used_car,2,2,4,2,1,4,3,27,1,1,4,3,2,1,2
SGC-0870,UCI South German Credit,public_real_world_historical,individual,,,,,,,,1355,DEM,24,,,,,0,1,1=bad credit risk; 0=good credit risk,0,2,2,0,other,1,2,3,2,1,4,3,25,3,2,1,2,2,2,2
SGC-0871,UCI South German Credit,public_real_world_historical,individual,,,,,,,,3051,DEM,48,,,,,0,1,1=bad credit risk; 0=good credit risk,0,1,2,4,radio_television,1,3,3,3,1,4,3,54,3,2,1,3,2,1,2
SGC-0872,UCI South German Credit,public_real_world_historical,individual,,,,,,,,7855,DEM,36,,,,,0,1,1=bad credit risk; 0=good credit risk,0,4,4,0,other,1,3,4,2,1,2,1,25,2,2,2,3,2,2,2
